time	rating	text	media
Tue Apr 12 01:51:36 +0000 2016	 12	This is Clyde. He's making sure you're having a good train ride. 12/10 great pupper https://t.co/y206kWHAj0	http://pbs.twimg.com/media/CfznaXuUsAAH-py.jpg
Mon Apr 11 15:43:12 +0000 2016	 10	This is Harnold. He accidentally opened the front facing camera. 10/10 get it together Harnold https://t.co/S6JHaSMtln	http://pbs.twimg.com/media/CfxcKU6W8AE-wEx.jpg
Mon Apr 11 03:33:34 +0000 2016	 11	Meet Sid &amp; Murphy. Murphy floats alongside Sid and whispers motivational quotes in his ear. Magical af. Both 11/10 https://t.co/7mmjyearQW	http://pbs.twimg.com/media/Cfu1KSRXEAACC5X.jpg
Mon Apr 11 01:41:07 +0000 2016	 10	Say hello to Lucy and Sophie. They think they're the same size. Both 10/10 would snug at same time https://t.co/HW50zkcf2R	http://pbs.twimg.com/media/Cfuba6NW4AIeMHk.jpg
Mon Apr 11 01:13:34 +0000 2016	 11	This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10 https://t.co/htrlmC7saz	http://pbs.twimg.com/media/CfuVGl3WEAEKb16.jpg
Sun Apr 10 01:20:33 +0000 2016	 10	This is Sadie. She is prepared for battle. 10/10 https://t.co/JRckDkZVRT	http://pbs.twimg.com/media/CfpNGTHUIAAA8XC.jpg
Sat Apr 09 23:10:47 +0000 2016	 12	This is Otis. Everybody look at Otis. 12/10 would probably faint while petting https://t.co/I9qoe1uEih	http://pbs.twimg.com/media/CfovbK4WIAAkTn3.jpg
Sat Apr 09 02:47:55 +0000 2016	 10	We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10 https://t.co/D9jbbmPmos	http://pbs.twimg.com/media/CfkXiX6W4AAmICF.jpg
Sat Apr 09 01:35:37 +0000 2016	 11	This is Carper. He's a Tortellini Angiosperm. In desperate need of a petting. 11/10 would hug softly https://t.co/lK9YDkRzPj	http://pbs.twimg.com/media/CfkG_PMWsAAH0MZ.jpg
Fri Apr 08 20:46:50 +0000 2016	 10	Get you a pup that can do both. 10/10 https://t.co/zSbyvm62xZ	http://pbs.twimg.com/media/CfjE5FRW8AEHcIU.jpg
Fri Apr 08 15:26:28 +0000 2016	 9	Meet Bowie. He's listening for underground squirrels. Smart af. Left eye is considerably magical. 9/10 would so pet https://t.co/JyNmyjy3fe	http://pbs.twimg.com/media/Cfh7j6CWQAAndTd.jpg
Fri Apr 08 15:05:29 +0000 2016	 13	This pic is old but I hadn't seen it until today and had to share. Creative af. 13/10 very good boy, would pet well https://t.co/4kD16wMA1Z	http://pbs.twimg.com/media/Cfh2w6HWIAIIYAF.jpg
Fri Apr 08 01:19:36 +0000 2016	 3	This is Alexanderson. He's got a weird ass birth mark. Dreadful at fetch. Won't eat kibble. 3/10 wtf @Target https://t.co/FmxOpf2Sgl	http://pbs.twimg.com/media/Cfe5tLWXEAIaoFO.jpg
Fri Apr 08 00:30:51 +0000 2016	 11	This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood https://t.co/05S8oYztgb	http://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg
Wed Apr 06 22:29:56 +0000 2016	 11	This is Barclay. His father was a banana. 11/10 appeeling af https://t.co/ucOEfr2rjV	http://pbs.twimg.com/media/CfZJTphWAAAl5Ys.jpg
Wed Apr 06 19:04:14 +0000 2016	 10	Here's a badass mystery pupper. You weren't aware that you owe him money, but you do. 10/10 shades sick af https://t.co/fv9e9AtzSG	http://pbs.twimg.com/media/CfYaOeMWQAAGfyP.jpg
Wed Apr 06 02:21:30 +0000 2016	 11	People please. This is a Deadly Mediterranean Plop T-Rex. We only rate dogs. Only send in dogs. Thanks you... 11/10 https://t.co/2ATDsgHD4n	http://pbs.twimg.com/media/CfU0t75W4AAUo9V.jpg
Tue Apr 05 19:09:17 +0000 2016	 11	This is Skittle. He's trying to communicate. 11/10 solid effort https://t.co/6WTfJvtKx6	
Tue Apr 05 18:41:02 +0000 2016	 9	This is Ebby. She's a Zimbabwean Feta. Embarrassed by ridiculously squishy face. 9/10 would squeeze softly https://t.co/LBJqxMGaHi	http://pbs.twimg.com/media/CfTLUXrWsAI9H74.jpg
Tue Apr 05 16:06:07 +0000 2016	 10	This is Hoagy. He's quite the character. Very stuck at the moment. 10/10 would comfort in time of need https://t.co/NMGozh12sr	http://pbs.twimg.com/media/CfSn3ayW8AAc6sF.jpg
Mon Apr 04 17:53:31 +0000 2016	 12	This is Flávio (pronounced Baxter). He's a Benesnoop Cumberdog. Super rare. Symmetrical. 12/10 would pet so well https://t.co/fGgleFiBPq	http://pbs.twimg.com/media/CfN23ArXEAEkZkz.jpg
Mon Apr 04 15:22:08 +0000 2016	 10	This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper https://t.co/JmgF4dMpw0	http://pbs.twimg.com/media/CfNUNetW8AAekHx.jpg
Mon Apr 04 01:41:58 +0000 2016	 10	This is Link. He struggles with couches. 10/10 would assist https://t.co/SbX4e6Yg3o	http://pbs.twimg.com/media/CfKYfd4WwAQOCBF.jpg
Mon Apr 04 00:55:01 +0000 2016	 11	Meet Jennifur. She's supposed to be navigating. Not even buckled up. Insubordinate &amp; churlish. 11/10 would still pet https://t.co/h0trcJohYO	http://pbs.twimg.com/media/CfKNvU8WsAAvI9Z.jpg
Sun Apr 03 20:53:33 +0000 2016	 12	There has clearly been a mistake. Pup did nothing wrong. 12/10 would help escapehttps://t.co/Juid3nnLbC	
Sun Apr 03 02:08:05 +0000 2016	 13	This is Ozzy. He's acrobatic af. Legendary pupper status achieved. 13/10 https://t.co/gHWsCTu90E	
Sun Apr 03 01:36:11 +0000 2016	 11	This is Bluebert. He just saw that both #FinalFur match ups are split 50/50. Amazed af. 11/10 https://t.co/Kky1DPG4iq	http://pbs.twimg.com/media/CfFNk7cWAAA-hND.jpg
Sat Apr 02 15:25:47 +0000 2016	 12	This is Stephanus. She stays woke. 12/10 https://t.co/WIWabMngQZ	http://pbs.twimg.com/media/CfDB3aJXEAAEZNv.jpg
Sat Apr 02 15:25:47 +0000 2016	 12	This is Stephanus. She stays woke. 12/10 https://t.co/WIWabMngQZ	http://pbs.twimg.com/media/CfDB3aJXEAAEZNv.jpg
Sat Apr 02 01:52:38 +0000 2016	 11	Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu	http://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg
Fri Apr 01 15:46:52 +0000 2016	 11	This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively https://t.co/3BhMojONxq	http://pbs.twimg.com/media/Ce99GhLW8AAHG38.jpg
Fri Apr 01 04:30:16 +0000 2016	 13	This is old now but it's absolutely heckin fantastic and I can't not share it with you all. 13/10  https://t.co/wJX74TSgzP	
Fri Apr 01 02:51:22 +0000 2016	 10	This is a taco. We only rate dogs. Please only send in dogs. Dogs are what we rate. Not tacos. Thank you... 10/10 https://t.co/cxl6xGY8B9	http://pbs.twimg.com/media/Ce7LlUeUUAEQkQl.jpg
Fri Apr 01 00:58:13 +0000 2016	 11	This is Bentley. He gives kisses back. 11/10 precious af (vid by @emmaallen25) https://t.co/9PnKkKzoUp	
Fri Apr 01 00:26:15 +0000 2016	 10	Meet Toby. He's a Lithuanian High-Steppin Stickeroo. One of the more accomplished Stickeroos around. 10/10 so nifty https://t.co/cYPHuJYTjC	http://pbs.twimg.com/media/Ce6qZC2WAAAcSoI.jpg
Thu Mar 31 23:22:53 +0000 2016	 12	This is Zeus. He's downright fabulous. 12/10 https://t.co/sSugyyRuTp	http://pbs.twimg.com/media/Ce6b4MPWwAA22Xm.jpg
Thu Mar 31 02:09:32 +0000 2016	 11	This is Bertson. He just wants to say hi. 11/10 would boop nose https://t.co/hwv7Wq6gDA	http://pbs.twimg.com/media/Ce14cOvWwAAcFJH.jpg
Thu Mar 31 00:58:29 +0000 2016	 10	This is Oscar. He's a world renowned snowball inspector. It's a ruff job but someone has to do it. 10/10 great guy https://t.co/vSufMAKm3C	http://pbs.twimg.com/media/Ce1oLNqWAAE34w7.jpg
Wed Mar 30 16:52:36 +0000 2016	 10	This is Nico. His selfie game is strong af. Excellent use of a sneaky tongue slip. 10/10 star material https://t.co/1OBdJkMOFx	http://pbs.twimg.com/media/Cez49UqWsAIRQXc.jpg
Wed Mar 30 15:34:51 +0000 2016	 12	This is Michelangelope. He's half coffee cup. Rare af. 12/10 would hug until someone stopped me https://t.co/tvVDY0G911	http://pbs.twimg.com/media/CeznK6IWEAEFUPq.jpg
Wed Mar 30 02:56:24 +0000 2016	 12	This is Siba. She's remarkably mobile. Very sleepy as well. 12/10 would happily transport https://t.co/TjnI33RE1i	http://pbs.twimg.com/media/Cew5kyOWsAA8Y_o.jpg
Wed Mar 30 01:07:18 +0000 2016	 9	This is Calbert. He forgot to clear his Google search history. 9/10 rookie mistake Calbert https://t.co/jRm5J3YCmj	http://pbs.twimg.com/media/CewgnHAXEAAdbld.jpg
Tue Mar 29 23:49:30 +0000 2016	 12	Just in case anyone's having a bad day. 12/10 would bounce with https://t.co/T9sgP9ttnQ	
Tue Mar 29 23:29:14 +0000 2016	 10	This is Curtis. He's an Albino Haberdasher. Terrified of dandelions. They really spook him up. 10/10 it'll be ok pup https://t.co/s8YcfZrWhK	http://pbs.twimg.com/media/CewKKiOWwAIe3pR.jpg
Tue Mar 29 01:53:39 +0000 2016	 4	This is Benedict. He's a feisty pup. Needs a brushing. Portable af. Looks very angry actually. 4/10 might not pet https://t.co/3oeFfHjv0Z	http://pbs.twimg.com/media/CerhoBWWAAA5eLL.jpg
Tue Mar 29 00:12:05 +0000 2016	 12	Here are two lil cuddly puppers. Both 12/10 would snug like so much https://t.co/zO4eb7C4tG	http://pbs.twimg.com/media/CerKYG8WAAM1aE-.jpg
Mon Mar 28 16:12:09 +0000 2016	 10	This is Blitz. He screams. 10/10 (vid by @yeaahliv) https://t.co/MfW2aym5UF	
Mon Mar 28 01:10:13 +0000 2016	 10	Meet Travis and Flurp. Travis is pretty chill but Flurp can't lie down properly. 10/10 &amp; 8/10get it together Flurp https://t.co/Akzl5ynMmE	http://pbs.twimg.com/media/CemOGNjWQAEoN7R.jpg
Mon Mar 28 00:43:43 +0000 2016	 8	This is Thumas. He hates potted plants. 8/10 wtf Thumas https://t.co/rDVueNIcEi	http://pbs.twimg.com/media/CemIBpfWEAA-TV9.jpg
Sun Mar 27 22:14:49 +0000 2016	 13	Happy Easter from the squad! 🐇🐶 13/10 for all https://t.co/YMx4KWJUAB	http://pbs.twimg.com/media/Cell8ikWIAACCJ-.jpg
Sun Mar 27 17:25:54 +0000 2016	 10	I know we only rate dogs, but since it's Easter I guess we could rate a bunny for a change. 10/10 petable as hell https://t.co/O2RlKXigHu	http://pbs.twimg.com/media/Cekj0qwXEAAHcS6.jpg
Sun Mar 27 02:43:58 +0000 2016	 12	This is Kanu. He's a Freckled Ticonderoga. Simply flawless. 12/10 would perform an elaborate heist to capture https://t.co/7vyAzIURrE	http://pbs.twimg.com/media/CehZ9mLWsAAsn28.jpg
Sun Mar 27 02:05:49 +0000 2016	 12	This is Doug. His nose is legendary af. 12/10 (vid by @probably_trey) https://t.co/7IWKfbfihS	
Sat Mar 26 16:15:05 +0000 2016	 12	This is Piper. She would really like that tennis ball core. Super sneaky tongue slip. 12/10 precious af https://t.co/QP6GHi5az9	http://pbs.twimg.com/media/CefKBOuWIAAIlKD.jpg
Fri Mar 25 17:03:49 +0000 2016	 11	Here we see an extremely rare Bearded Floofmallow. Only a few left in the wild. 11/10 would pet with a purpose https://t.co/jVJJKlPbvq	http://pbs.twimg.com/media/CeaLlAPUMAIcC7U.jpg
Fri Mar 25 01:35:51 +0000 2016	 10	This is Lance. Lance doesn't give a shit. 10/10 we should all be more like Lance https://t.co/SqnG9Ap28J	http://pbs.twimg.com/media/CeW3MWMWQAEOMbq.jpg
Fri Mar 25 01:29:21 +0000 2016	 10	Say hello to Opie and Clarkus. Clarkus fell asleep so Opie buried him. Ruthless af 10/10 for both https://t.co/xT7XaY4gnW	http://pbs.twimg.com/media/CeW1tERWAAAA9Q2.jpg
Thu Mar 24 01:11:29 +0000 2016	 10	This is Stubert. He just arrived. 10/10 https://t.co/HVGs5aAKAn	http://pbs.twimg.com/media/CeRoBaxWEAABi0X.jpg
Wed Mar 23 19:09:09 +0000 2016	 10	Please don't send in any more polar bears. We only rate dogs. Thank you... 10/10 https://t.co/83RGhdIQz2	http://pbs.twimg.com/media/CeQVF1eVIAAJaTv.jpg
Wed Mar 23 15:53:42 +0000 2016	 10	Say hello to Sunny and Roxy. They pull things out of water together. 10/10 for both https://t.co/88aedAmxcl	http://pbs.twimg.com/media/CePoVTyWsAQEz1g.jpg
Wed Mar 23 00:37:48 +0000 2016	 11	This is Kane. He's a semi-submerged Haitian Huffleplop. Happy af. Sick waterfall. 11/10 would pat head approvingly https://t.co/7zjEC501Ul	http://pbs.twimg.com/media/CeMWubMWwAA6GwF.jpg
Tue Mar 22 16:06:19 +0000 2016	 12	Reminder that we made our first set of stickers available! All are 12/10 would stickUse code "pupper" at checkout🐶https://t.co/kJIMNyMNKV	
Tue Mar 22 02:03:52 +0000 2016	 10	I can't even comprehend how confused this dog must be right now. 10/10 https://t.co/8AGcQ4hIfK	http://pbs.twimg.com/media/CeHg1klW8AE4YOB.jpg
Tue Mar 22 01:45:15 +0000 2016	 7	This is Steven. He's inverted af. Also very helpful. Scans anything you want for free. Takes him a while tho. 7/10 https://t.co/tA0ZiQ7JcG	http://pbs.twimg.com/media/CeHckpuW4AAF7rT.jpg
Tue Mar 22 01:16:55 +0000 2016	 11	Say hello to Olive and Ruby. They are best buddies. Both 11/10 1 like = 1 buddy https://t.co/yagmFdKlyL	http://pbs.twimg.com/media/CeHWFkEWwAAQ53B.jpg
Mon Mar 21 23:55:01 +0000 2016	 6	This is Chester. He's clearly in charge of the other dogs. Weird ass paws. Not fit for fetch. 6/10 would still pet https://t.co/o2GvskrhHt	http://pbs.twimg.com/media/CeHDV73W0AM5Cf8.jpg
Mon Mar 21 17:30:03 +0000 2016	 10	Meet Winston. He's trapped in a cup of coffee. Poor pupper. 10/10 someone free him https://t.co/2e6cUtKUuc	http://pbs.twimg.com/media/CeFrO3qXEAADRbd.jpg
Mon Mar 21 02:38:34 +0000 2016	 11	Meet Roosevelt. He's calculating the best case scenario if he drops out instead of doing math hw. 11/10 relatable af https://t.co/QcSIRDpfVg	http://pbs.twimg.com/media/CeCfMPDW0AAAEUj.jpg
Mon Mar 21 01:54:29 +0000 2016	 10	I want to hear the joke this dog was just told. 10/10 https://t.co/1KiuZqqOD4	http://pbs.twimg.com/media/CeCVGEXUIAAgPTf.jpg
Sun Mar 20 23:23:54 +0000 2016	 13	Oh. My. God. 13/10 magical af https://t.co/Ezu6jQrKAZ	http://pbs.twimg.com/tweet_video_thumb/CeBym7oXEAEWbEg.jpg
Sun Mar 20 20:36:28 +0000 2016	 9	This is Gary. He just wanted to say hi. 9/10 very personable pup https://t.co/Sk3CbhmKSW	http://pbs.twimg.com/media/CeBMT6-WIAA7Qqf.jpg
Sun Mar 20 01:28:47 +0000 2016	 11	"Please, no puparazzi" 11/10 https://t.co/nJIXSPfedK	http://pbs.twimg.com/media/Cd9Fn5QUMAAYMT4.jpg
Sat Mar 19 21:41:44 +0000 2016	 3	What hooligan sent in pictures w/out a dog in them? Churlish af. 3/10 just bc that's a neat fluffy bean bag chair https://t.co/wcwoGOkZvz	http://pbs.twimg.com/media/Cd8Rpl0W0AAN1kU.jpg
Sat Mar 19 01:54:56 +0000 2016	 11	This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper https://t.co/68iNM7B5gW	http://pbs.twimg.com/media/Cd4CBQFW8AAY3ND.jpg
Sat Mar 19 01:11:29 +0000 2016	 12	Meet Milo and Amos. They are the best of pals. Both 12/10 would pet at the same time https://t.co/Mv37BHEyyD	http://pbs.twimg.com/media/Cd34FClUMAAnvGP.jpg
Fri Mar 18 15:05:29 +0000 2016	 10	This is Staniel. His selfie game is strong af. 10/10 I'd snapchat with Staniel https://t.co/UgkTw7TKyM	http://pbs.twimg.com/media/Cd1tYGmXIAAoW5b.jpg
Fri Mar 18 14:19:56 +0000 2016	 12	Say hello to Sora. She's an Egyptian Pumpernickel. Mesmerizing af. 12/10 would bring home to mom https://t.co/PmTR4kxZkq	http://pbs.twimg.com/media/Cd1i8qvUkAE-Jlr.jpg
Thu Mar 17 23:33:12 +0000 2016	 12	I've watched this a million times and you probably will too. 12/10 (vid by @emily_galasso) https://t.co/DU7Rb3NDiy	
Thu Mar 17 22:09:38 +0000 2016	 12	This is Beemo. He's a Chubberflop mix. 12/10 would cross the world for https://t.co/kzMVMU8HBV	http://pbs.twimg.com/media/CdyE2qeWoAAoTz6.jpg
Thu Mar 17 02:48:31 +0000 2016	 12	This is Oshie. 12/10 please enjoy (vid by @catherinec1389) https://t.co/VmtzwAuotq	
Thu Mar 17 01:55:02 +0000 2016	 11	This is Gunner. He's a Figamus Newton. King of the peek-a-boo. Cool jeans. 11/10 https://t.co/ONuBILIYXZ	http://pbs.twimg.com/media/Cdtu3WSUMAAFozO.jpg
Thu Mar 17 01:11:26 +0000 2016	 11	We 👏🏻 only 👏🏻 rate 👏🏻 dogs. Pls stop sending in non-canines like this Dutch Panda Worm. This is infuriating. 11/10 https://t.co/odfLzBonG2	http://pbs.twimg.com/media/Cdtk414WoAIUG0v.jpg
Thu Mar 17 00:58:46 +0000 2016	13	The squad is back for St. Patrick's Day! ☘ 💚13/10 for all https://t.co/OcCDb2bng5	http://pbs.twimg.com/media/Cdth_KyWEAEXH3u.jpg
Wed Mar 16 17:18:07 +0000 2016	 11	This is Lacy. She's tipping her hat to you. Daydreams of her life back on the frontier. 11/10 would pet so well https://t.co/fG5Pk3Et1I	http://pbs.twimg.com/media/Cdr4jOyUkAADg73.jpg
Wed Mar 16 16:29:35 +0000 2016	 8	This is Tater. His underbite is fierce af. Doesn't give a damn about your engagement photo. 8/10 https://t.co/nLuPY3pY12	http://pbs.twimg.com/media/Cdrtcr-W4AAqi5H.jpg
Wed Mar 16 14:54:24 +0000 2016	 11	This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. 11/10 very nifty https://t.co/h1OX2mLtxV	http://pbs.twimg.com/media/CdrXp84WIAA3bWc.jpg
Wed Mar 16 01:46:45 +0000 2016	 12	Meet Watson. He's a Suzuki Tickleboop. Leader of a notorious biker gang. Only one ear functional. 12/10 snuggable af https://t.co/R1gLc5vDqG	http://pbs.twimg.com/media/CdojYQPW8AAZiK6.jpg
Wed Mar 16 00:37:03 +0000 2016	 12	WeRateDogs stickers are here and they're 12/10! Use code "puppers" at checkout 🐶🐾Shop now: https://t.co/k5xsufRKYm https://t.co/ShXk46V13r	http://pbs.twimg.com/media/CdoTbL9WAAACjZK.jpg
Tue Mar 15 21:24:41 +0000 2016	.12	*lets out a tiny whimper and then collapses* ...12/10 https://t.co/BNdVZEHRow	http://pbs.twimg.com/media/CdnnZhgW4AALVmg.jpg
Tue Mar 15 02:25:31 +0000 2016	 12	This is Olaf. He's gotta be rare. Seems sturdy. Tail is floofy af. 12/10 would do whatever it takes to pet https://t.co/E9jaU59bh9	http://pbs.twimg.com/media/Cdjiqi6XIAIUOg-.jpg
Tue Mar 15 01:48:55 +0000 2016	 12	This is Cecil. She's a Gigglefloof Poofer. Outdoorsy af. One with nature. 12/10 would strategically capture https://t.co/ijJB0DuOIC	http://pbs.twimg.com/media/CdjaSFDW8AMfO0A.jpg
Mon Mar 14 23:19:03 +0000 2016	 9	This is Vince. He's a Gregorian Flapjeck. White spot on legs almost looks like another dog (whoa). 9/10 rad as hell https://t.co/aczGAV2dK4	http://pbs.twimg.com/media/Cdi3-f7W8AUOm9T.jpg
Mon Mar 14 18:42:20 +0000 2016	 10	Meet Karma. She's just a head. Lost body during the Second Punic War (unfortunate). Loves to travel 10/10 petable af https://t.co/c6af6nYEPo	http://pbs.twimg.com/media/Cdh4pf4W8AAolPJ.jpg
Mon Mar 14 16:02:49 +0000 2016	 8	This is Billy. He sensed a squirrel. 8/10 damn it Billy https://t.co/Yu0K98VZ9A	http://pbs.twimg.com/media/CdhUIMSUIAA4wYK.jpg
Mon Mar 14 03:50:21 +0000 2016	 11	This is Walker. He's a Butternut Khalifa. Appears fuzzy af. 11/10 would hug for a ridiculous amount of time https://t.co/k6fEWHSALn	http://pbs.twimg.com/media/Cdese-zWEAArIqE.jpg
Mon Mar 14 02:39:42 +0000 2016	 11	This is Penny. She's trying on her prom dress. Stunning af 11/10 https://t.co/qcZDZGCapg	http://pbs.twimg.com/media/CdecUSzUIAAHCvg.jpg
Mon Mar 14 00:49:23 +0000 2016	 13	This is Sammy. He's in a tree. Very excited about it. 13/10 https://t.co/CLe9ETEjeF	
Sun Mar 13 23:24:56 +0000 2016	 10	Meet Rodney. He's a Ukranian Boomchicka. Outside but would like to be inside. Only has one ear (unfortunate) 10/10 https://t.co/FjAj3ggXrR	http://pbs.twimg.com/media/CddvvSwWoAUObQw.jpg
Sun Mar 13 15:43:18 +0000 2016	 9	This is Klevin. He's addicted to sandwiches (yes a hotdog is a sandwich fight me) It's tearing his family apart 9/10 https://t.co/7BkkVNu5pd	http://pbs.twimg.com/media/CdcGBB3WwAAGBuU.jpg
Sun Mar 13 03:13:29 +0000 2016	 8	This is Lucy. She doesn't understand fetch. 8/10 try turning off and back on (vid by @rileyyoungblood) https://t.co/RXjEwpVJf0	
Sun Mar 13 02:43:08 +0000 2016	 9	Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10 https://t.co/5DLJB4ssvI	http://pbs.twimg.com/media/CdZTgynWwAATZcx.jpg
Sun Mar 13 01:57:25 +0000 2016	 10	Meet Malikai. He was rolling around having fun when he remembered the inevitable heat death of the universe. 10/10 https://t.co/Vd2FqHIIGn	http://pbs.twimg.com/media/CdZI_bpWEAAm1fs.jpg
Sun Mar 13 00:24:26 +0000 2016	 10	This is Mister. He's a wonderful father to his two pups. Heartwarming af. 10/10 for all https://t.co/2KcuJXL2r4	http://pbs.twimg.com/media/CdYzwtzUUAAzeYx.jpg
Sat Mar 12 19:35:15 +0000 2016	 11	This is Coco. She gets to stay on the Bachelor for another week. Super pumped 11/10 https://t.co/wsCB6LFNxD	http://pbs.twimg.com/media/CdXxlFPWwAABaOv.jpg
Sat Mar 12 17:47:45 +0000 2016	 11	This is Smokey. He really likes tennis balls. 11/10 https://t.co/Ah7WlYTUBQ	http://pbs.twimg.com/media/CdXY-FQXIAI5w0X.jpg
Sat Mar 12 02:28:06 +0000 2016	 13	Meet Bear. He's a Beneboop Cumberclap. Extremely unamused. 13/10 I'm in love with this picture https://t.co/uC8kUqAz0W	http://pbs.twimg.com/media/CdUGcLMWAAI42q0.jpg
Sat Mar 12 01:49:25 +0000 2016	 11	This is Bobble. He's a Croatian Galifianakis. Hears everything within 400 miles. 11/10 would snug diligently https://t.co/VwDc6PTDzk	http://pbs.twimg.com/media/CdT9n7mW0AQcpZU.jpg
Fri Mar 11 18:18:36 +0000 2016	 10	This is Oliver. That is his castle. He protects it with his life. He's also squishy af. 10/10 would squish softly https://t.co/oSuEGw0BhX	http://pbs.twimg.com/media/CdSWcc2WIAAS0Vd.jpg
Fri Mar 11 17:50:48 +0000 2016	 11	This is River. He's changing the trumpet game. Innovative af. 11/10 such a good boy https://t.co/tK7a0AxQfd	http://pbs.twimg.com/media/CdSQFWOWAAApgfq.jpg
Fri Mar 11 04:35:39 +0000 2016	 10	This is Jebberson. He's the reigning hide and seek world champion. 10/10 hasn't lost his touch https://t.co/VEFkvWCoHF	http://pbs.twimg.com/media/CdPaEkHW8AA-Wom.jpg
Fri Mar 11 03:22:23 +0000 2016	 11	Please stop sending in non canines like this Guatemalan Twiggle Bunny. We only rate dogs. Only send in dogs... 11/10 https://t.co/XKhobeGuvT	http://pbs.twimg.com/media/CdPJUWIWIAAIchl.jpg
Fri Mar 11 02:36:57 +0000 2016	 9	This is Cooper. He basks in the glory of rebellion. 9/10 probably a preteen https://t.co/kDamUfeIpm	http://pbs.twimg.com/media/CdO-6x5W8AENSBJ.jpg
Fri Mar 11 01:56:49 +0000 2016	 10	This is Remington. He was caught off guard by the magical floating cheese. Spooked af. 10/10 deep breaths pup https://t.co/mhPSADiJmZ	http://pbs.twimg.com/media/CdO1u9vWAAApj2V.jpg
Thu Mar 10 20:26:26 +0000 2016	 13	Everybody stop what you're doing and watch this video. Frank is stuck in a loop. 13/10 (Vid by @klbmatty) https://t.co/5AJs8TIV1U	http://pbs.twimg.com/ext_tw_video_thumb/708026062568087553/pu/img/rNhylAwIfb6YthGu.jpg
Thu Mar 10 18:25:30 +0000 2016	 12	This is Farfle. He lost his back legs during the Battle of Gettysburg. Goes 0-60 in 4.3 seconds (damn) 12/10 hero af https://t.co/NiQQWzIzzq	http://pbs.twimg.com/media/CdNOb17WwAA5z4A.jpg
Thu Mar 10 17:35:20 +0000 2016	 12	@serial @MrRoles OH MY GOD I listened to all of season 1 during a single road trip. I love you guys! I can confirm Bernie's 12/10 rating :)	
Thu Mar 10 16:42:10 +0000 2016	 11	Meet Rufus. He's a Honeysuckle Firefox. Curly af. Badass tie. About to go on his first date ever 11/10 good luck pup https://t.co/dGoTWNfIsm	http://pbs.twimg.com/media/CdM2xRpXEAUsR4k.jpg
Thu Mar 10 03:55:45 +0000 2016	 11	This is Sadie. She's a Bohemian Rhapsody. Remarkably portable. Could sneak on roller coasters with (probably). 11/10 https://t.co/DB8fyeDs8B	http://pbs.twimg.com/media/CdKHWimWoAABs08.jpg
Thu Mar 10 01:35:01 +0000 2016	 10	When your roommate eats your leftover Chili's but you pretend it's no big deal cuz you fat anyway. 10/10 head up pup https://t.co/0nMgoue8IR	http://pbs.twimg.com/media/CdJnJ1dUEAARNcf.jpg
Thu Mar 10 01:24:13 +0000 2016	 12	He's doing his best. 12/10 very impressive that he got his license in the first place  https://t.co/2vRmkkOLcN	
Wed Mar 09 22:24:31 +0000 2016	 7	This is Jiminus. He's in a tub for some reason. What a jokester. Smh 7/10 churlish af https://t.co/84L4ED9Tpi	http://pbs.twimg.com/media/CdI7jDnW0AA2dtO.jpg
Wed Mar 09 18:10:30 +0000 2016	 10	We usually don't rate marshmallows but this one's having so much fun in the snow. 10/10 (vid by @kylejk24) https://t.co/NL2KwOioBh	
Wed Mar 09 16:56:11 +0000 2016	 12	This is Harper. She scraped her elbow attempting a backflip off a tree. Valiant effort tho. 12/10 https://t.co/oHKJHghrp5	http://pbs.twimg.com/media/CdHwZd0VIAA4792.jpg
Wed Mar 09 04:19:44 +0000 2016	 4	This is Keurig. He's a rare dog. Laughs like an idiot tho. Head is basically a weapon. Poorly maintained goatee 4/10 https://t.co/xOrUyj7K30	http://pbs.twimg.com/media/CdFDQVgWIAArslx.jpg
Wed Mar 09 03:45:22 +0000 2016	 11	"I shall trip the big pupper with leash. Big pupper will never see it coming. I am a genius." Both 11/10 https://t.co/uQsCJ8pf51	http://pbs.twimg.com/media/CdE7ZktXIAEiWLj.jpg
Wed Mar 09 02:08:59 +0000 2016	 10	Meet Clarkus. He's a Skinny Eastern Worcestershire. Can tie own shoes (impressive af) 10/10 would put on track team https://t.co/XP5o7zGn0E	http://pbs.twimg.com/media/CdElVm7XEAADP6o.jpg
Wed Mar 09 01:26:57 +0000 2016	 9	This dog just brutally murdered a snowman. Currently toying with its nutritious remains 9/10 would totally still pet https://t.co/iKThgKnW1j	http://pbs.twimg.com/media/CdEbt0NXIAQH3Aa.jpg
